ph,humidity,tempC,mq135,mq7,turbidity,fish_species
7.6,63.5,29.6,160,111,261,Snakehead
6.94,57,31.4,170,91,250,Rohu
7.36,55.9,27.2,186,108,223,Pangasius
7.8,60.9,26.6,155,126,235,Tilapia
7.95,63.6,30.1,168,91,269,Mrigal
6.5,50.4,30.9,179,100,273,Common Carp
8.37,56.7,31.1,195,122,263,Common Carp
6.83,59.2,29.8,188,98,239,Pangasius
6.97,54.8,31,193,114,258,Rohu
7.03,61.6,30.2,198,95,200,Bighead Carp
6.58,64.6,26.5,185,100,291,Snakehead
6.75,64.2,30.6,169,116,292,Pangasius
8.47,54,27.1,159,97,275,Pangasius
7.13,53.4,27.4,173,120,264,Pangasius
6.73,64.4,28.4,182,116,207,Pangasius
6.71,56.9,27.9,178,94,271,Pangasius
7.94,53.1,27.9,179,104,220,Grass Carp
8.21,60.6,27,185,91,273,Catfish
7.01,54.3,27.8,194,104,251,Tilapia
6.54,54,26.1,155,120,212,Mrigal
6.95,63.2,28.8,196,109,293,Silver Carp
6.61,52.4,30.6,163,92,242,Rohu
6.71,51,31.2,152,128,251,Bighead Carp
7.36,54,30.9,173,99,263,Rohu
6.96,59.1,28.5,168,115,206,Silver Carp
7.53,51.8,30.4,187,99,230,Catfish
7.01,57.1,27.7,183,129,298,Pangasius
8.38,59.4,26.3,158,102,197,Bighead Carp
8.31,62.7,30.1,179,110,220,Tilapia
7.63,53.4,29.9,181,123,238,Rohu
7.21,62.3,30.8,162,121,246,Snakehead
7.26,53.5,29.7,167,98,237,Tilapia
7.32,60.2,26.9,193,119,242,Silver Carp
7.96,56.5,31.1,171,90,251,Silver Carp
7.4,51.7,29.8,153,101,293,Grass Carp
8.21,60.7,30.8,172,124,279,Silver Carp
8.39,53.3,30.6,156,113,295,Mrigal
7.17,52.6,27.8,193,129,297,Mrigal
7.62,55.4,26.4,160,99,239,Pangasius
6.69,59.8,27.1,188,113,244,Grass Carp
6.9,53.5,26.6,191,107,198,Grass Carp
7.33,52.8,27.5,190,97,221,Silver Carp
6.91,50.1,28.8,183,102,276,Silver Carp
8.25,57.1,31.4,154,105,285,Catfish
6.82,56.4,31.2,191,103,246,Pangasius
7.41,53.5,30.3,174,98,289,Common Carp
7.71,50.8,26.1,177,98,194,Rohu
7.88,56.4,28,163,94,254,Snakehead
7.27,61.8,30.1,176,100,239,Grass Carp
8.24,60.7,26.8,165,108,284,Bighead Carp
7.64,62.9,30.8,176,127,252,Grass Carp
7.38,50.1,31.5,151,99,284,Snakehead
6.63,64.5,28.1,168,105,247,Common Carp
7.43,55.1,30.2,172,118,246,Catfish
8.14,64.9,26.9,190,94,198,Silver Carp
7.73,53.8,30.1,163,107,286,Pangasius
8.16,57.1,26.1,196,124,288,Catfish
7.49,55.3,26.9,175,125,215,Tilapia
6.74,55.3,30.3,157,111,252,Bighead Carp
6.53,62.6,30.3,176,113,255,Common Carp
7.11,61.2,29.8,196,101,223,Mrigal
7.9,64.9,28.9,189,128,270,Silver Carp
8.08,59.2,30,177,101,195,Silver Carp
7.09,56.9,30.6,153,124,290,Tilapia
7.49,51.4,31.8,187,108,251,Rohu
7.34,64.9,31.3,160,126,284,Common Carp
7.32,58.3,30.8,193,103,281,Snakehead
6.96,60.5,30.2,173,112,274,Bighead Carp
6.77,56.1,29.4,177,129,264,Mrigal
6.89,58.2,26.7,190,111,230,Silver Carp
6.61,64.1,27,167,100,243,Rohu
6.9,52.5,30.9,198,91,225,Bighead Carp
6.52,54.4,30.8,170,99,292,Grass Carp
7.75,52.3,29.7,175,94,298,Bighead Carp
7.13,61.9,28.6,152,119,280,Rohu
8.45,50.9,26.2,162,110,273,Common Carp
6.89,51.2,28,187,122,273,Tilapia
7.19,54.5,28.5,177,114,191,Snakehead
7.22,57.7,28.9,163,96,290,Silver Carp
6.52,56.1,31.6,150,129,216,Bighead Carp
8.18,50.7,26.7,177,117,207,Bighead Carp
6.56,64.4,29.1,185,105,266,Pangasius
8.38,64.3,28.2,199,126,271,Pangasius
8.28,54.2,31.9,160,92,200,Rohu
7.57,61,31.2,192,108,267,Bighead Carp
7.59,58.7,28.6,189,101,233,Tilapia
7.81,53.6,32,153,108,193,Common Carp
7.27,53.9,29.1,183,100,292,Rohu
7.79,57.4,27,150,92,266,Catfish
6.59,56.3,29.3,159,91,272,Silver Carp
6.61,54.4,27.4,166,115,232,Silver Carp
7.41,62.1,29.8,156,111,228,Catfish
7.6,57.2,31.6,188,106,248,Mrigal
8.28,59.8,30.7,162,123,214,Catfish
6.71,52.8,27.6,171,104,268,Mrigal
8.15,58,27.8,150,101,273,Pangasius
6.92,54.8,26.4,177,105,270,Snakehead
7.29,57.9,27.7,182,105,244,Grass Carp
7.13,61.7,26.6,162,128,254,Rohu
7.3,61.5,29,150,95,282,Bighead Carp
6.8,55.3,30.3,187,97,297,Pangasius
7.51,60.4,30.5,174,114,272,Silver Carp
8.1,64.1,26.4,191,108,283,Snakehead
7.38,59.4,28,170,108,214,Rohu
7.48,52.2,27.7,182,101,281,Rohu
8.2,60.2,26.6,186,98,226,Pangasius
7.91,51.6,28.2,183,118,295,Snakehead
7.48,63.1,27.8,152,116,264,Grass Carp
7.02,57.7,29.8,179,94,269,Grass Carp
8.27,55.8,31.3,152,115,271,Mrigal
7.65,50.9,28.7,167,119,294,Catfish
6.94,55.7,30.5,172,103,243,Pangasius
7.04,63.5,26.9,157,122,262,Bighead Carp
8.11,50.3,31.4,158,124,217,Rohu
6.59,57.1,26.9,151,100,280,Silver Carp
8.48,64,27.2,151,93,299,Common Carp
6.76,55.9,26.6,176,122,241,Tilapia
8.09,56.4,27.9,197,95,253,Mrigal
7.29,58.7,29.3,188,117,227,Pangasius
7.48,56.9,31.9,185,99,233,Grass Carp
8.26,52.5,30.8,154,125,276,Pangasius
7.33,50.3,28.3,150,115,296,Catfish
7.57,59.1,29.5,171,119,251,Grass Carp
6.6,63.8,29.7,159,111,275,Mrigal
6.5,51.6,30.9,194,94,257,Grass Carp
6.99,53.2,30.4,173,91,285,Silver Carp
7.86,55.6,29.4,164,122,277,Catfish
6.74,62.1,30,182,105,227,Rohu
6.73,54,30.5,199,96,239,Rohu
7.32,63.2,26.8,172,110,250,Catfish
7.8,50.8,27.2,163,124,217,Mrigal
7.92,64.1,30.1,167,111,259,Rohu
6.86,58.4,31.1,174,111,286,Tilapia
6.66,59.9,28.5,171,95,220,Catfish
8.38,55.5,31.9,193,122,246,Mrigal
7.02,61.7,27.3,193,128,199,Tilapia
8.21,52.5,28.5,186,114,201,Tilapia
8.23,50.7,28.3,156,107,196,Tilapia
8.05,55.9,31.6,175,124,277,Snakehead
6.84,62.8,27.7,173,113,217,Mrigal
8.14,61.3,28.8,162,129,264,Pangasius
8.04,57.8,27.1,190,129,285,Common Carp
7.69,58.6,29.1,155,112,209,Grass Carp
7.17,51.9,31.1,170,122,281,Mrigal
7.03,62.6,27.8,156,118,254,Catfish
6.74,61.8,30.9,167,99,216,Bighead Carp
7.52,59.8,31.5,164,104,205,Grass Carp
7.67,57,26.4,157,99,225,Tilapia
7.22,64.5,30.5,165,115,259,Catfish
7.45,63.2,27.5,198,129,199,Mrigal
7.23,59.7,27.1,152,118,292,Bighead Carp
7.78,55.6,29.6,194,123,233,Silver Carp
8.3,59.3,30.2,158,107,208,Grass Carp
6.83,58.6,28.4,196,91,263,Snakehead
7.26,55.9,26.2,175,114,279,Common Carp
6.78,54.6,31.5,175,110,287,Catfish
7.75,56.1,30.4,179,120,294,Common Carp
7.96,58.6,27.6,176,111,254,Bighead Carp
8.36,56.4,29,165,98,263,Catfish
7.06,54,26.2,197,116,251,Mrigal
8.4,61.4,28,153,114,222,Pangasius
6.63,58,29.1,168,114,279,Pangasius
7.71,51,29.1,183,116,287,Grass Carp
6.61,55.5,27.2,155,99,226,Bighead Carp
8.29,63.3,30.7,194,119,202,Mrigal
7.56,61.3,27.8,164,93,291,Common Carp
7.84,54.8,29.5,159,110,283,Silver Carp
8.16,64.1,27.6,191,119,277,Silver Carp
6.8,51.1,28.6,185,122,295,Catfish
6.58,64.4,27.2,195,115,287,Silver Carp
8.26,53.7,29.8,189,91,226,Rohu
7.13,50.1,28.6,155,112,208,Common Carp
6.76,56.5,26.1,193,120,255,Bighead Carp
7.44,55.4,26.2,189,93,219,Snakehead
7.7,58.1,28.8,155,109,275,Pangasius
6.56,62,27.1,164,114,221,Snakehead
7.05,62.6,29.5,178,90,222,Common Carp
6.57,56,28.4,174,91,229,Common Carp
7.34,56.4,29.9,168,95,204,Common Carp
8.29,52.2,31.7,163,96,259,Grass Carp
8.47,50.7,29.2,152,93,289,Pangasius
7.77,59.6,30.7,199,107,297,Common Carp
6.82,51,30.5,191,94,269,Snakehead
8.31,61,31.5,195,114,274,Grass Carp
7.53,58.1,27.3,163,90,287,Bighead Carp
6.81,53,31,188,123,293,Bighead Carp
8.34,58.1,31.4,188,92,227,Grass Carp
8.01,52.7,28.4,170,106,288,Mrigal
7.96,56.6,27.9,160,121,286,Mrigal
7.92,62,31.7,199,113,197,Catfish
6.9,56.9,29.8,159,91,265,Pangasius
6.92,52.2,28.3,164,90,228,Bighead Carp
7.88,60.9,30.8,179,123,249,Mrigal
6.94,52.8,27.8,193,97,249,Tilapia
7.38,61.1,27.1,166,98,298,Silver Carp
8.06,57.2,29.3,178,117,245,Silver Carp
8.07,56.8,29.4,166,108,207,Bighead Carp
7.41,62.8,31,182,109,237,Catfish
8.08,60.6,28.7,187,96,293,Silver Carp
8.18,50.5,30.9,170,124,210,Tilapia
7.81,54.4,27.9,196,108,245,Mrigal
6.96,63.1,29.5,163,106,280,Mrigal
7.05,50.3,27.3,159,129,201,Catfish
7.13,58.2,28.3,191,107,195,Snakehead
6.73,60.9,31.1,172,96,220,Tilapia
7.05,59.3,27.3,188,116,287,Rohu
6.92,61.4,30.9,188,128,260,Bighead Carp
7.41,60.9,27.7,163,119,250,Common Carp
8.32,60.4,26.2,196,112,284,Common Carp
6.71,62.3,26.7,171,109,257,Snakehead
7.94,59.7,30.5,190,112,246,Grass Carp
7.87,56,27.6,177,115,250,Silver Carp
6.69,57.1,29.9,196,103,206,Common Carp
8.35,60.8,30.2,158,120,218,Catfish
7.64,63.1,28.1,172,116,256,Rohu
7.23,54.1,28.8,156,98,248,Rohu
8.01,55.1,28.4,173,112,277,Common Carp
7.01,64,31.7,192,99,192,Common Carp
7.89,58.7,27.9,186,112,299,Pangasius
6.58,52.7,27.1,158,99,299,Tilapia
8.18,60,28.2,187,91,292,Snakehead
7.4,64.9,30,156,126,216,Mrigal
7.77,62.4,30.2,172,129,190,Snakehead
6.94,61.2,31.5,174,127,268,Snakehead
7.85,53.1,31.3,195,127,267,Grass Carp
8.04,63.1,27.7,171,90,193,Mrigal
7.45,57.9,28.7,192,107,193,Common Carp
7.74,63.3,30.5,156,124,278,Tilapia
7.41,54.9,31.5,155,96,264,Common Carp
8.29,50.9,28,185,111,222,Grass Carp
7.5,57.1,28.7,195,114,200,Silver Carp
8.18,54,31.4,171,112,265,Pangasius
8.1,60.7,28.2,184,98,268,Silver Carp
7.32,64.4,28.9,198,116,246,Catfish
6.96,60.4,31.4,196,100,215,Mrigal
7.31,63.3,30.8,182,116,277,Mrigal
8.15,56.8,27.5,170,129,215,Silver Carp
6.96,61.6,27.9,160,117,243,Silver Carp
7.55,62.6,28.1,162,107,216,Common Carp
8.11,60.7,31.5,152,125,289,Catfish
7.21,57.6,32,162,123,280,Silver Carp
7.78,59.4,30.6,199,102,291,Tilapia
6.99,60.5,28.9,190,119,243,Grass Carp
6.72,53.8,26.1,183,117,191,Mrigal
8.09,62.1,30.2,177,111,276,Tilapia
6.7,64.3,28.3,189,113,198,Snakehead
7.04,57,29.8,183,119,261,Tilapia
8.21,60.5,29.6,181,127,293,Grass Carp
7.19,61.1,28.9,172,109,295,Snakehead
8.45,59.9,31.7,173,95,253,Silver Carp
8.46,58.2,26.1,150,122,254,Bighead Carp
7.04,63.2,30.3,173,127,210,Silver Carp
6.58,56.7,28.5,152,104,215,Tilapia
7.91,50.9,30.3,166,104,204,Rohu
7.4,62.7,30.1,156,121,232,Grass Carp
6.7,60.1,26.1,159,103,278,Common Carp
7.92,62.7,27.7,168,97,228,Catfish
6.56,52.1,27.1,173,125,205,Grass Carp
8.24,50.5,27,158,111,224,Mrigal
6.78,64,30.4,199,127,212,Silver Carp
6.75,52.2,27.4,164,109,201,Pangasius
6.85,62.1,28.8,198,113,245,Rohu
8.42,62.3,27.5,171,110,241,Grass Carp
7.89,60.6,29.5,166,117,208,Bighead Carp
8.1,52,30.3,168,112,287,Catfish
7.3,60,28,158,113,251,Rohu
7.17,63.3,29.6,187,128,197,Catfish
6.97,56.4,30.9,168,112,276,Catfish
7.46,56.2,26.6,157,93,200,Bighead Carp
7.6,56.6,30.3,155,93,232,Mrigal
7.76,51.2,27.9,198,119,287,Common Carp
7.01,63.4,26.7,187,117,258,Bighead Carp
8.4,63,29.3,194,120,226,Mrigal
6.84,65,27.4,170,122,214,Bighead Carp
8.43,58.8,30.9,178,108,277,Catfish
6.53,61.3,26.3,183,99,213,Common Carp
7.46,53,26.6,161,114,295,Bighead Carp
7.17,60,29.1,188,126,223,Bighead Carp
7.4,59.7,29.5,181,102,271,Mrigal
7.64,63.5,30.4,155,95,201,Tilapia
7.37,62.5,27.6,166,119,231,Rohu
7.33,64.1,31.1,181,112,292,Mrigal
7.97,63,31.7,157,125,268,Rohu
7.87,63,29,187,105,201,Grass Carp
8.17,51,30.6,178,97,218,Snakehead
7,62.7,29.1,180,105,282,Catfish
7.72,59.1,26.4,168,100,209,Rohu
7.67,55.7,28,158,90,268,Silver Carp
7.24,50.8,26.5,177,111,192,Pangasius
7.47,60.2,31.9,197,107,269,Pangasius
7.13,54.9,27.4,199,125,250,Common Carp
6.78,57,29.8,188,100,272,Snakehead
6.93,60.2,27.7,189,109,260,Mrigal
6.71,63.7,29.9,180,99,289,Pangasius
7.87,62.4,27.3,168,99,211,Snakehead
7.82,56.8,30.7,182,126,268,Pangasius
8.4,55.8,26.7,175,111,262,Catfish
7.96,53.6,31.4,194,100,206,Rohu
6.6,55.6,31,150,124,286,Pangasius
8.27,51.7,30.1,160,98,191,Pangasius
8.23,64.6,26.4,151,104,196,Pangasius
7.39,58.6,27.3,184,108,284,Grass Carp
7.67,51.9,31.2,162,126,203,Catfish
8.45,55.3,26.7,188,95,290,Mrigal
7.56,58.2,26.9,183,125,193,Catfish
8.31,58,29.3,183,94,234,Rohu
6.67,50.5,27.6,184,92,252,Tilapia
6.88,64.3,27.3,181,99,199,Bighead Carp
7.38,54.1,29.5,194,102,234,Rohu
7.67,50.2,28.2,161,93,275,Catfish
8.13,51.1,26.8,182,129,277,Pangasius
8.48,58.7,29.2,167,122,233,Mrigal
7.28,52.1,28.3,154,123,244,Grass Carp
6.59,50.6,30.4,168,125,207,Tilapia
8.1,55.7,26.6,180,122,200,Common Carp
7.71,59.3,29.7,176,110,243,Rohu
6.9,51.7,28.6,191,128,297,Silver Carp
7.49,54.7,28.4,187,94,190,Catfish
7.98,56.3,27.4,199,102,242,Mrigal
8.04,52.4,26.2,164,129,285,Rohu
7.5,57.6,31.1,195,106,269,Bighead Carp
7.11,51.3,28,197,99,267,Tilapia
8.45,50.7,30.1,153,99,222,Pangasius
7.83,57.8,31.7,168,91,196,Rohu
7.32,53.7,29.4,170,127,272,Grass Carp
7.06,51.4,28.4,189,110,214,Grass Carp
7.96,56.4,27.6,150,90,258,Mrigal
6.98,63.7,31.6,169,119,238,Bighead Carp
6.84,60.9,30.1,171,107,263,Silver Carp
7.56,62.2,30,162,124,193,Snakehead
7.08,63.1,28.6,190,128,213,Snakehead
7.76,64.6,31.1,150,111,235,Rohu
6.74,61.4,30.3,164,92,259,Bighead Carp
7.81,59.1,27.7,164,95,201,Tilapia
7.07,55.5,29.6,163,125,251,Tilapia
6.5,52.7,28.6,154,105,273,Rohu
6.75,60.3,26,198,92,279,Catfish
8.37,64.9,30.8,155,125,265,Mrigal
8.23,57,26.7,190,100,251,Silver Carp
6.97,60.9,29.1,180,106,286,Snakehead
8.06,57.4,28,175,108,251,Tilapia
7.72,56.5,28.1,174,97,265,Rohu
8.44,56.2,28.9,198,103,247,Rohu
7.25,57.6,32,188,115,227,Catfish
7.86,55.5,28.5,189,114,257,Bighead Carp
6.63,61.2,27.1,164,99,206,Tilapia
7.29,63.1,29.7,155,121,199,Snakehead
8.43,63.2,27.4,150,104,272,Silver Carp
7.58,53.4,26.6,190,93,232,Bighead Carp
7.08,63.4,26.3,156,117,222,Rohu
6.74,55.1,26.1,153,93,226,Snakehead
7.91,54.6,28.6,150,102,217,Rohu
7.79,60.9,28.6,190,101,235,Common Carp
7.25,54.6,27.1,151,104,298,Tilapia
8.4,50.8,30.7,197,118,191,Bighead Carp
6.54,55.6,26.8,183,112,235,Common Carp
7.11,60.8,31.5,184,102,227,Mrigal
8.34,54.9,29.5,195,127,227,Catfish
7.14,59.4,26.2,162,124,210,Rohu
7,59.9,31.8,166,129,212,Bighead Carp
7.57,61,27.8,159,101,222,Grass Carp
8.15,63.5,28.7,152,119,279,Silver Carp
6.71,56.5,27.7,153,94,232,Bighead Carp
8.39,52.5,30.4,174,91,283,Snakehead
8.09,54.8,28.9,186,119,257,Mrigal
6.86,56.5,26.8,192,124,259,Silver Carp
7.92,60.7,26.6,187,99,287,Catfish
7.27,50.2,30.4,178,98,253,Rohu
7.3,54.7,27.4,150,106,273,Rohu
8.07,61.7,26.8,179,127,253,Common Carp
8.43,60.1,29,188,119,226,Pangasius
6.75,61,30.8,159,124,268,Common Carp
7.34,62.2,27.7,178,96,293,Mrigal
7.46,61.7,27.7,193,101,212,Silver Carp
7.25,60.2,31,181,123,295,Pangasius
7.23,56.6,26.9,193,92,262,Tilapia
6.6,64.8,29.7,150,122,223,Grass Carp
7.87,58.5,31.7,190,129,296,Pangasius
7.37,53,31,166,102,223,Grass Carp
6.89,54.4,26.4,161,100,216,Tilapia
8.13,60.4,27.9,151,129,269,Rohu
8.11,63.9,26.9,158,109,193,Rohu
7.47,52.7,31.7,161,120,281,Rohu
7.1,51.2,31.9,174,122,270,Grass Carp
7.78,63.2,27.4,185,123,294,Bighead Carp
7.08,63.7,30,193,98,265,Bighead Carp
6.97,54.1,31,199,96,258,Mrigal
7.96,55.7,27.4,184,98,288,Rohu
6.58,59.9,27.1,171,115,291,Catfish
6.69,54.9,26.1,182,91,292,Rohu
6.51,63.2,28.5,199,94,289,Silver Carp
6.81,51.6,31.4,170,91,283,Common Carp
6.64,50.6,31.4,189,99,252,Catfish
8.49,53.1,26.8,171,120,267,Pangasius
7.08,54.3,27.2,177,122,203,Catfish
6.8,51.7,28.4,153,95,255,Tilapia
6.98,51,30.7,175,103,217,Rohu
8.37,61.3,29.7,172,103,210,Grass Carp
7.54,52.5,29.1,197,104,268,Catfish
7.23,63.7,29.6,198,122,297,Rohu
8.25,55.5,26.6,172,120,299,Pangasius
7.29,60.1,28.9,190,106,276,Bighead Carp
7.17,53.4,32,157,104,199,Catfish
6.91,53.6,26.5,181,109,215,Common Carp
7.26,58.6,29.1,188,110,224,Tilapia
7.13,58.4,27.8,193,118,223,Grass Carp
7.85,61.5,29.2,150,98,191,Catfish
7.08,61.4,29.4,179,118,284,Grass Carp
7.65,60.1,29.5,177,123,232,Catfish
6.63,56.7,31.1,166,98,233,Rohu
6.88,63.4,28.3,172,119,233,Mrigal
7.31,59.3,29.1,187,106,232,Grass Carp
8.37,64.9,26.1,173,93,241,Pangasius
7.25,62.3,30.7,171,129,299,Bighead Carp
7.83,50.7,27.6,154,121,194,Mrigal
7.01,54.8,30.9,174,121,208,Catfish
6.75,58.6,27.6,156,96,219,Catfish
6.62,60.8,26.1,171,127,238,Rohu
7.11,58.3,26.9,193,121,252,Catfish
6.82,61.8,31.9,186,94,270,Rohu
6.85,54.2,27.9,183,92,218,Catfish
8.02,52.8,26.7,185,109,265,Pangasius
6.53,50.8,26.7,198,106,261,Bighead Carp
7.62,58.6,27.9,189,105,268,Mrigal
7.26,60.3,26.2,169,100,242,Pangasius
7.51,54.9,29.1,186,102,287,Grass Carp
7.63,59.2,27.3,166,107,217,Snakehead
7.13,50.8,29.1,153,103,274,Silver Carp
7.09,51.5,26.8,199,123,242,Grass Carp
7.97,60.5,28.6,167,101,206,Silver Carp
8.24,55.5,29.6,177,111,295,Catfish
6.89,60.1,26.4,199,110,271,Mrigal
6.7,62.5,28.4,165,115,213,Tilapia
8.3,62.8,27.8,192,128,277,Bighead Carp
7.2,52.6,27.4,157,91,265,Tilapia
7.6,57.3,29.6,193,105,254,Silver Carp
7.22,61,29.5,167,123,225,Bighead Carp
6.75,61.6,29.8,199,100,221,Tilapia
7.68,61.8,27,178,108,258,Tilapia
7.55,53.4,27.7,189,119,215,Rohu
6.91,52.9,27.3,165,96,245,Mrigal
7.4,58.9,29.2,179,116,256,Rohu
8.09,61.1,28.8,198,111,222,Catfish
7.68,54.8,28,183,106,228,Pangasius
6.69,51.6,30.7,179,104,273,Snakehead
7.6,60.8,26.6,170,98,247,Silver Carp
7.91,54.5,31.8,171,101,201,Bighead Carp
8.09,52.5,26.7,196,97,291,Rohu
7.76,52.2,30.6,174,91,273,Grass Carp
6.81,54.7,28.2,171,105,270,Snakehead
7.92,58.9,31.2,177,92,232,Mrigal
7.85,55.4,26.4,188,120,261,Catfish
6.55,50.3,28.2,182,115,296,Silver Carp
7.32,51.5,28,151,91,202,Bighead Carp
7.17,54.4,32,153,119,262,Bighead Carp
7.84,59.9,31.9,165,102,272,Snakehead
6.93,51.5,27.1,161,126,279,Bighead Carp
7.68,58.4,29.8,166,103,194,Tilapia
8.33,51.8,29.2,185,90,295,Tilapia
8.1,53.2,26.9,165,121,234,Tilapia
8.34,52.6,27,188,95,278,Mrigal
8.46,51,31.9,172,111,194,Grass Carp
6.52,60.1,28.7,157,100,212,Bighead Carp
7.75,57,26.8,158,112,224,Pangasius
7.33,62.5,27.3,163,103,285,Rohu
8.22,51.5,27.6,158,103,243,Mrigal
7,52.2,29.1,196,109,295,Tilapia
8.46,54.6,28,175,96,238,Catfish
7.73,61.5,28.7,185,108,259,Mrigal
8.09,54.6,27,152,115,267,Tilapia
6.67,56.1,28,159,111,294,Silver Carp
6.87,54.5,26.4,174,95,282,Rohu
8.02,51.2,31.3,153,102,226,Catfish
6.54,64.1,27.2,179,99,211,Grass Carp
8.13,58.2,30.5,199,108,273,Catfish
6.53,61.8,28.1,160,120,197,Silver Carp
7.81,59.9,28.8,168,99,280,Mrigal
7.23,57.7,27.7,199,126,246,Grass Carp
7.72,51.3,30.2,162,102,260,Common Carp
7.89,59.6,31.1,185,106,249,Silver Carp
7.18,52.3,27.7,152,94,244,Bighead Carp
6.72,56.2,27.5,197,110,223,Catfish
6.64,59.4,30.1,163,128,230,Catfish
7.68,61.7,27.2,159,109,217,Tilapia
7.54,60.3,29.8,187,96,220,Grass Carp
7.98,60.1,26.6,189,104,210,Mrigal
7.52,52.2,29.7,176,104,263,Silver Carp
7.34,55.2,29.1,173,112,240,Silver Carp
7.3,50.6,26.7,165,122,225,Grass Carp
6.55,60.8,29.9,159,91,266,Common Carp
7.17,64.3,28.7,176,121,215,Snakehead
8.45,54,27.3,156,104,287,Mrigal
8.25,51.3,28.1,177,96,208,Bighead Carp
7.16,57.1,29,175,98,195,Pangasius
7.68,62.9,26.5,167,117,237,Bighead Carp
8.19,58.3,31.7,162,111,204,Tilapia
7.38,50.7,30,157,92,299,Rohu
6.54,64.6,26.6,176,91,298,Tilapia
6.65,62.4,30.9,163,111,238,Silver Carp
7.52,52,27.9,190,114,207,Mrigal
8.44,63.8,29.6,193,114,273,Pangasius
7.89,56.8,27.7,155,121,254,Snakehead
6.64,55.6,30.4,169,96,211,Silver Carp
6.88,56.9,30.3,177,120,249,Tilapia
8.04,62.5,29.3,172,126,225,Tilapia
8.18,59.9,27.4,161,93,271,Silver Carp
7.74,50.9,27.5,173,122,199,Silver Carp
7.79,64.4,28.3,193,104,209,Mrigal
6.56,52.2,26.9,171,98,293,Catfish
8.16,61.2,28,175,95,259,Common Carp
8.08,59.5,30.1,171,120,250,Silver Carp
7.02,52.8,31,156,123,290,Catfish
7.92,52.6,28,164,127,248,Silver Carp
6.93,63.1,27.4,197,102,211,Bighead Carp
6.58,56.3,31,179,125,257,Silver Carp
6.9,59.8,31.3,153,121,193,Silver Carp
6.86,57.6,28.5,155,111,272,Catfish
7.18,60.9,26.2,197,118,218,Bighead Carp
7.34,57.2,30.2,196,100,247,Catfish
7.52,54.3,30.7,151,95,247,Silver Carp
7.45,55.5,26.1,180,94,243,Catfish
7.04,62.9,29.6,173,90,217,Catfish
6.56,57,29.5,184,128,294,Pangasius
7.71,53.2,28.3,196,99,266,Snakehead
7.29,64,30.5,180,99,228,Rohu
7.1,61.9,28.6,174,113,246,Snakehead
8.23,50.8,30.1,157,96,253,Bighead Carp
7.99,65,29.1,161,111,281,Pangasius
8.22,60.4,27.5,151,110,219,Snakehead
7.49,52.4,29.6,164,111,275,Snakehead
6.76,53.6,30.4,189,122,239,Catfish
7.89,60.4,31.8,181,114,243,Tilapia
6.91,61.7,28.3,160,120,212,Catfish
7.38,53.6,26.4,166,105,207,Snakehead
6.63,53.9,31.9,170,104,270,Pangasius
8.15,54.6,29.7,171,118,243,Catfish
6.75,59,31.7,182,108,284,Common Carp
8.31,52.6,26.6,178,106,217,Common Carp
8.23,51.6,28.1,164,115,197,Tilapia
7.43,60.2,26.8,170,125,221,Pangasius
7.99,61.7,31,151,125,296,Silver Carp
7.74,57.5,31.3,191,124,195,Mrigal
8.11,55.5,29,187,129,261,Mrigal
7.36,56.5,27.1,152,112,275,Bighead Carp
8.07,55.8,26.8,174,98,229,Catfish
7.42,64.4,29.5,162,123,240,Tilapia
8.38,61.5,29,173,107,236,Snakehead
7.47,53.1,30.2,180,105,284,Pangasius
7.43,55.8,27.8,164,121,259,Catfish
8.07,58.2,28.4,155,117,257,Silver Carp
8.14,59.2,26.1,190,121,196,Tilapia
7.61,57,29.7,159,107,287,Tilapia
6.86,62.2,28.5,158,123,216,Silver Carp
7.44,61.5,31.5,199,118,255,Pangasius
8.44,57.6,29.9,190,110,243,Common Carp
8.01,62.8,28.4,199,90,203,Grass Carp
8.12,61.3,27.6,190,105,294,Grass Carp
6.57,61.7,31.4,154,122,282,Silver Carp
7.44,64.3,26.1,194,110,292,Pangasius
7.79,54,28,193,124,211,Mrigal
8.16,54,31.7,190,116,258,Bighead Carp
6.6,63.3,29.9,168,109,245,Common Carp
8.2,61.6,29.2,169,120,297,Snakehead
7.6,63.9,27.2,182,105,271,Rohu
6.89,50.9,31,192,103,249,Pangasius
7.13,59.4,27.2,186,121,240,Bighead Carp
7.06,52.2,27.5,180,121,205,Pangasius
7.56,57.6,27.2,188,91,297,Snakehead
6.6,52.3,26.9,162,111,195,Mrigal
6.82,51.9,31.7,187,126,190,Mrigal
8.13,50.2,29.6,194,106,201,Grass Carp
6.77,59.5,29.8,155,121,213,Common Carp
6.97,55.4,31.7,196,127,264,Common Carp
7.41,51.6,27.4,157,106,232,Common Carp
7.53,54.8,26,192,123,294,Mrigal
8.03,52.5,29.6,159,96,223,Catfish
7.39,64.1,29,190,118,282,Catfish
8.08,54.8,28.9,153,106,285,Pangasius
7.74,55,26.4,163,113,246,Pangasius
6.73,62.6,28.7,153,97,210,Silver Carp
6.81,59.7,27.7,173,112,229,Catfish
7.37,60.7,27.6,196,122,222,Mrigal
7.29,59.5,27.3,170,118,222,Rohu
7.99,64.2,28,159,108,217,Tilapia
7.66,53.1,28.1,195,94,297,Tilapia
7.28,64.8,27.9,174,126,289,Common Carp
6.84,62.5,31.9,155,112,254,Common Carp
